"Date","Price","Open","High","Low","Vol.","Change %"
"04/13/2021","29,370.0","29,930.0","29,930.0","29,200.0","128.58K","-1.87%"
"04/12/2021","29,930.0","30,460.0","30,460.0","29,670.0","76.76K","-2.51%"
"04/09/2021","30,700.0","30,300.0","30,700.0","30,240.0","474.15K","1.32%"
"04/08/2021","30,300.0","29,700.0","30,320.0","29,640.0","419.82K","1.00%"
"04/07/2021","30,000.0","29,430.0","30,000.0","29,400.0","234.48K","1.94%"
"04/06/2021","29,430.0","29,360.0","29,600.0","29,110.0","265.18K","0.24%"
"04/05/2021","29,360.0","29,210.0","29,370.0","28,920.0","58.31K","2.12%"
"03/31/2021","28,750.0","29,030.0","29,150.0","28,500.0","330.76K","-0.96%"
"03/30/2021","29,030.0","29,100.0","29,470.0","28,850.0","321.80K","-0.58%"
"03/29/2021","29,200.0","29,500.0","29,500.0","29,100.0","228.59K","-1.02%"
"03/26/2021","29,500.0","30,400.0","30,400.0","29,480.0","240.70K","-2.64%"
"03/25/2021","30,300.0","30,000.0","30,300.0","29,500.0","256.05K","1.00%"
"03/24/2021","30,000.0","29,900.0","30,200.0","29,900.0","206.32K","0.64%"
"03/23/2021","29,810.0","29,200.0","29,840.0","29,200.0","589.98K","2.09%"
"03/19/2021","29,200.0","29,800.0","30,050.0","29,200.0","960.69K","-2.01%"
"03/18/2021","29,800.0","29,710.0","30,090.0","29,500.0","71.28K","0.34%"
"03/17/2021","29,700.0","30,760.0","30,760.0","29,700.0","565.80K","-1.13%"
"03/16/2021","30,040.0","30,450.0","30,500.0","30,040.0","89.92K","-1.18%"
"03/15/2021","30,400.0","30,300.0","30,810.0","30,190.0","141.43K","-0.39%"
"03/12/2021","30,520.0","30,400.0","30,520.0","30,100.0","46.71K","1.19%"
"03/11/2021","30,160.0","30,420.0","30,500.0","30,110.0","91.95K","0.07%"
"03/10/2021","30,140.0","30,170.0","30,300.0","30,000.0","169.98K","-0.10%"
"03/09/2021","30,170.0","29,830.0","30,170.0","29,490.0","120.28K","1.41%"
"03/08/2021","29,750.0","30,010.0","30,010.0","29,620.0","57.93K","-0.83%"
"03/05/2021","30,000.0","30,400.0","30,680.0","30,000.0","124.80K","-1.25%"
"03/04/2021","30,380.0","30,250.0","30,500.0","30,150.0","74.13K","0.26%"
"03/03/2021","30,300.0","30,460.0","30,550.0","30,300.0","171.51K","-0.49%"
"03/02/2021","30,450.0","30,710.0","30,710.0","30,420.0","39.83K","-0.85%"
"03/01/2021","30,710.0","31,250.0","31,300.0","30,500.0","200.82K","-2.20%"
"02/26/2021","31,400.0","29,980.0","31,400.0","29,490.0","459.81K","4.67%"
"02/25/2021","30,000.0","30,800.0","31,300.0","30,000.0","534.67K","-5.66%"
"02/24/2021","31,800.0","31,000.0","31,800.0","30,910.0","377.71K","2.42%"
"02/23/2021","31,050.0","31,300.0","31,300.0","30,900.0","294.64K","0.16%"
"02/22/2021","31,000.0","30,800.0","31,500.0","30,720.0","86.83K","-0.32%"
"02/19/2021","31,100.0","31,100.0","31,100.0","30,700.0","62.72K","0.68%"
"02/18/2021","30,890.0","31,190.0","31,190.0","30,650.0","130.44K","-0.99%"
"02/17/2021","31,200.0","31,390.0","31,390.0","30,640.0","90.91K","0.97%"
"02/16/2021","30,900.0","31,190.0","31,740.0","30,900.0","224.67K","0.00%"
"02/15/2021","30,900.0","31,090.0","31,170.0","30,900.0","42.82K","0.16%"
"02/12/2021","30,850.0","31,290.0","31,300.0","30,700.0","244.73K","-0.68%"
"02/11/2021","31,060.0","31,400.0","31,500.0","31,000.0","56.63K","-1.43%"
"02/10/2021","31,510.0","31,800.0","31,900.0","31,450.0","224.97K","-0.57%"
"02/09/2021","31,690.0","31,650.0","31,840.0","31,600.0","646.21K","0.13%"
"02/08/2021","31,650.0","31,400.0","32,000.0","31,400.0","204.27K","0.48%"
"02/05/2021","31,500.0","31,720.0","31,740.0","31,500.0","46.42K","1.61%"
"02/04/2021","31,000.0","31,000.0","31,120.0","30,600.0","333.63K","0.00%"
"02/03/2021","31,000.0","31,000.0","31,800.0","31,000.0","440.58K","-1.93%"
"02/02/2021","31,610.0","31,600.0","31,810.0","31,600.0","508.56K","1.28%"
"02/01/2021","31,210.0","31,600.0","31,600.0","31,000.0","554.09K","1.99%"
"01/29/2021","30,600.0","29,900.0","31,300.0","29,900.0","1.59M","2.34%"
"01/28/2021","29,900.0","30,050.0","30,440.0","29,900.0","338.75K","-0.33%"
"01/27/2021","30,000.0","30,650.0","30,650.0","30,000.0","455.43K","-2.60%"
