"Date","Price","Open","High","Low","Vol.","Change %"
"08/08/2022","39,100.0","39,100.0","39,700.0","39,100.0","11.91K","-1.66%"
"08/05/2022","39,760.0","39,000.0","39,760.0","39,000.0","2.16K","-0.60%"
"08/04/2022","40,000.0","39,990.0","40,000.0","39,990.0","9.00K","0.00%"
"08/03/2022","40,000.0","40,540.0","40,540.0","39,990.0","4.89K","0.00%"
"08/02/2022","40,000.0","38,840.0","40,760.0","38,520.0","5.40K","0.00%"
"08/01/2022","40,000.0","39,010.0","40,000.0","39,010.0","5.30K","0.00%"
"07/29/2022","40,000.0","40,700.0","40,700.0","40,000.0","15.94K","-1.72%"
"07/28/2022","40,700.0","40,000.0","41,000.0","40,000.0","17.76K","1.78%"
"07/27/2022","39,990.0","39,740.0","39,990.0","38,900.0","4.79K","1.32%"
"07/26/2022","39,470.0","38,550.0","39,480.0","38,550.0","7.81K","0.03%"
"07/25/2022","39,460.0","38,700.0","39,790.0","38,700.0","121.20K","2.23%"
"07/22/2022","38,600.0","38,510.0","39,990.0","38,500.0","10.43K","-1.43%"
"07/21/2022","39,160.0","40,540.0","40,540.0","39,160.0","18.93K","-3.43%"
"07/19/2022","40,550.0","41,780.0","41,780.0","40,550.0","13.75K","-1.22%"
"07/18/2022","41,050.0","41,890.0","41,890.0","41,050.0","3.42K","-2.03%"
"07/15/2022","41,900.0","41,400.0","41,900.0","41,400.0","10.56K","1.21%"
"07/14/2022","41,400.0","39,000.0","41,980.0","39,000.0","60.39K","2.73%"
"07/13/2022","40,300.0","41,500.0","41,880.0","40,300.0","12.52K","-4.91%"
"07/12/2022","42,380.0","41,680.0","42,500.0","41,680.0","11.35K","1.44%"
"07/11/2022","41,780.0","40,000.0","41,780.0","40,000.0","17.60K","4.45%"
"07/08/2022","40,000.0","41,010.0","41,010.0","39,200.0","6.19K","-2.46%"
"07/07/2022","41,010.0","41,500.0","41,500.0","40,230.0","85.90K","-2.36%"
"07/06/2022","42,000.0","40,910.0","42,000.0","39,710.0","137.17K","2.66%"
"07/05/2022","40,910.0","41,480.0","41,480.0","39,500.0","57.32K","-0.66%"
"07/01/2022","41,180.0","39,400.0","41,180.0","39,400.0","7.14K","4.52%"
"06/30/2022","39,400.0","40,000.0","40,000.0","39,400.0","37.33K","-0.25%"
"06/29/2022","39,500.0","37,250.0","41,490.0","37,250.0","37.73K","-1.05%"
"06/28/2022","39,920.0","40,000.0","40,000.0","38,650.0","15.61K","-4.45%"
"06/24/2022","41,780.0","37,470.0","41,780.0","36,100.0","44.77K","9.98%"
"06/23/2022","37,990.0","36,000.0","37,990.0","35,600.0","30.65K","5.53%"
"06/22/2022","36,000.0","38,000.0","38,100.0","36,000.0","23.89K","-6.25%"
"06/21/2022","38,400.0","36,000.0","38,480.0","33,400.0","110.02K","3.92%"
"06/17/2022","36,950.0","39,500.0","39,500.0","36,950.0","1.69M","-7.16%"
"06/16/2022","39,800.0","38,000.0","40,500.0","38,000.0","161.19K","4.74%"
"06/15/2022","38,000.0","39,480.0","41,000.0","36,500.0","24.58K","-4.04%"
"06/14/2022","39,600.0","38,300.0","39,600.0","36,430.0","25.25K","3.39%"
"06/13/2022","38,300.0","37,300.0","38,700.0","36,030.0","20.06K","2.68%"
"06/10/2022","37,300.0","36,000.0","39,500.0","34,910.0","332.48K","3.61%"
"06/09/2022","36,000.0","38,000.0","38,000.0","34,300.0","61.35K","-6.49%"
"06/08/2022","38,500.0","46,000.0","46,000.0","38,500.0","83.96K","-15.63%"
"06/07/2022","45,630.0","58,000.0","58,000.0","45,630.0","64.32K","-21.03%"
"06/06/2022","57,780.0","51,500.0","58,300.0","51,500.0","262.87K","13.29%"
"06/03/2022","51,000.0","46,430.0","51,990.0","46,430.0","292.29K","11.84%"
"06/02/2022","45,600.0","43,800.0","47,500.0","43,800.0","196.60K","10.95%"
"06/01/2022","41,100.0","44,550.0","44,550.0","40,700.0","30.84K","-7.74%"
"05/31/2022","44,550.0","42,000.0","44,550.0","40,590.0","14.26M","10.00%"
"05/27/2022","40,500.0","39,060.0","41,000.0","39,050.0","262.37K","-3.57%"
"05/26/2022","42,000.0","42,060.0","42,060.0","41,990.0","73.18K","-0.14%"
"05/25/2022","42,060.0","41,430.0","43,730.0","37,910.0","479.57K","0.00%"
"05/24/2022","42,060.0","46,000.0","46,000.0","41,550.0","61.51K","-8.57%"
"05/23/2022","46,000.0","46,200.0","46,200.0","46,000.0","250.39K","-0.43%"
"05/20/2022","46,200.0","45,000.0","46,200.0","45,000.0","20.47K","0.00%"
"05/19/2022","46,200.0","42,000.0","46,200.0","41,000.0","163.58K","10.00%"
"05/18/2022","42,000.0","40,700.0","42,700.0","40,700.0","47.06K","3.19%"
"05/17/2022","40,700.0","39,000.0","42,000.0","38,610.0","184.62K","4.36%"
"05/16/2022","39,000.0","39,020.0","43,800.0","36,420.0","45.04K","-2.50%"
"05/13/2022","40,000.0","40,500.0","40,500.0","39,070.0","121.44K","-1.23%"
"05/12/2022","40,500.0","40,500.0","40,500.0","40,500.0","34.93K","-2.41%"
"05/11/2022","41,500.0","40,510.0","41,500.0","40,500.0","197.96K","2.47%"
"05/10/2022","40,500.0","40,500.0","40,500.0","40,000.0","62.82K","-1.70%"
"05/09/2022","41,200.0","41,020.0","42,770.0","41,020.0","105.62K","-5.40%"
"05/06/2022","43,550.0","47,000.0","48,000.0","43,550.0","126.31K","-5.57%"
"05/05/2022","46,120.0","46,140.0","46,140.0","43,430.0","145.33K","-0.04%"
"05/04/2022","46,140.0","42,290.0","46,140.0","42,000.0","58.47K","12.54%"
"05/02/2022","41,000.0","39,700.0","41,000.0","39,700.0","72.91K","2.24%"
"04/29/2022","40,100.0","40,500.0","41,000.0","40,000.0","64.99K","-2.20%"
"04/28/2022","41,000.0","38,700.0","41,000.0","38,700.0","107.63K","5.94%"
"04/27/2022","38,700.0","36,110.0","39,490.0","36,110.0","91.08K","3.20%"
"04/26/2022","37,500.0","35,400.0","37,500.0","35,400.0","96.45K","5.63%"
"04/25/2022","35,500.0","36,800.0","38,000.0","35,500.0","138.19K","-3.56%"
"04/22/2022","36,810.0","36,130.0","36,810.0","36,130.0","142.67K","0.03%"
"04/21/2022","36,800.0","36,700.0","36,800.0","36,370.0","254.26K","0.33%"
"04/20/2022","36,680.0","36,100.0","36,700.0","36,100.0","105.18K","0.77%"
"04/19/2022","36,400.0","36,210.0","36,400.0","36,180.0","98.95K","0.03%"
"04/18/2022","36,390.0","36,170.0","36,430.0","35,800.0","274.68K","1.56%"
"04/13/2022","35,830.0","36,090.0","36,180.0","35,830.0","143.01K","-0.47%"
"04/12/2022","36,000.0","35,900.0","36,190.0","35,860.0","50.64K","-0.28%"
"04/11/2022","36,100.0","35,820.0","36,330.0","35,820.0","60.58K","0.84%"
"04/08/2022","35,800.0","36,110.0","36,500.0","35,800.0","1.74M","-0.61%"
"04/07/2022","36,020.0","35,660.0","36,420.0","35,660.0","683.77K","-0.11%"
"04/06/2022","36,060.0","35,990.0","36,100.0","35,780.0","457.12K","0.19%"
"04/05/2022","35,990.0","35,880.0","36,160.0","35,600.0","163.28K","0.31%"
"04/04/2022","35,880.0","36,200.0","36,340.0","35,800.0","618.84K","-1.16%"
"04/01/2022","36,300.0","35,500.0","36,300.0","35,350.0","543.88K","1.91%"
"03/31/2022","35,620.0","35,410.0","35,680.0","35,280.0","166.46K","0.34%"
"03/30/2022","35,500.0","35,510.0","36,000.0","35,230.0","938.36K","11.11%"
"02/28/2022","31,950.0","35,000.0","35,900.0","31,950.0","765.06K","-10.00%"
"02/25/2022","35,500.0","35,600.0","36,270.0","35,390.0","718.35K","-2.15%"
"02/24/2022","36,280.0","36,000.0","36,400.0","35,800.0","76.30K","0.78%"
"02/23/2022","36,000.0","35,700.0","36,160.0","35,700.0","316.18K","0.56%"
"02/22/2022","35,800.0","35,800.0","36,000.0","35,800.0","267.24K","0.00%"
"02/21/2022","35,800.0","35,820.0","35,910.0","35,700.0","34.47K","0.00%"
"02/18/2022","35,800.0","36,470.0","36,470.0","35,360.0","170.02K","-1.84%"
"02/17/2022","36,470.0","36,100.0","36,470.0","36,010.0","161.20K","-0.08%"
"02/16/2022","36,500.0","36,180.0","36,500.0","36,000.0","125.46K","0.88%"
"02/15/2022","36,180.0","36,200.0","36,200.0","35,500.0","230.30K","0.78%"
"02/14/2022","35,900.0","36,220.0","36,400.0","35,900.0","285.40K","-1.97%"
"02/11/2022","36,620.0","36,990.0","36,990.0","36,050.0","336.76K","-0.19%"
"02/10/2022","36,690.0","36,800.0","36,800.0","36,320.0","233.26K","-0.30%"
"02/09/2022","36,800.0","37,150.0","37,180.0","36,800.0","592.36K","-1.02%"
"02/08/2022","37,180.0","37,480.0","37,590.0","37,110.0","291.72K","-0.05%"
"02/07/2022","37,200.0","36,800.0","37,390.0","36,800.0","203.22K","1.17%"
"02/04/2022","36,770.0","35,980.0","36,770.0","35,490.0","1.74M","3.99%"
"02/03/2022","35,360.0","36,400.0","36,460.0","35,360.0","646.34K","-2.83%"
"02/02/2022","36,390.0","36,790.0","36,790.0","36,310.0","593.82K","-0.08%"
"02/01/2022","36,420.0","32,350.0","36,800.0","32,350.0","2.86M","33.65%"
"01/14/2022","27,250.0","30,110.0","30,110.0","27,250.0","4.95M","-9.83%"
"01/13/2022","30,220.0","31,000.0","31,000.0","29,920.0","161.48K","-2.52%"
"01/12/2022","31,000.0","29,000.0","31,000.0","29,000.0","90.64K","1.91%"
"01/11/2022","30,420.0","30,000.0","30,420.0","28,500.0","214.43K","4.46%"
"01/07/2022","29,120.0","28,690.0","29,120.0","27,030.0","212.20K","1.50%"
"01/06/2022","28,690.0","29,050.0","29,290.0","27,500.0","785.57K","-0.86%"
"01/05/2022","28,940.0","30,050.0","30,080.0","28,940.0","599.01K","-4.17%"
"01/04/2022","30,200.0","29,900.0","30,300.0","29,900.0","299.90K","1.00%"
"01/03/2022","29,900.0","30,000.0","30,000.0","29,600.0","154.72K","-0.33%"
"12/30/2021","30,000.0","29,900.0","30,000.0","29,850.0","335.55K","0.27%"
"12/29/2021","29,920.0","29,840.0","29,920.0","29,830.0","168.33K","0.00%"
"12/28/2021","29,920.0","29,500.0","29,950.0","29,500.0","475.84K","1.29%"
"12/27/2021","29,540.0","29,410.0","29,580.0","29,100.0","175.85K","0.44%"
"12/24/2021","29,410.0","28,850.0","29,410.0","28,850.0","84.67K","0.89%"
"12/23/2021","29,150.0","28,800.0","29,150.0","28,800.0","322.15K","0.69%"
"12/22/2021","28,950.0","28,720.0","28,950.0","28,700.0","247.10K","0.80%"
"12/21/2021","28,720.0","28,790.0","28,930.0","28,550.0","484.28K","0.35%"
"12/20/2021","28,620.0","28,500.0","28,900.0","27,830.0","666.14K","-0.93%"
"12/17/2021","28,890.0","29,490.0","29,490.0","28,610.0","1.63M","14.87%"
"11/30/2021","25,150.0","24,400.0","25,190.0","24,300.0","3.05M","3.07%"
"11/29/2021","24,400.0","23,800.0","24,400.0","23,800.0","1.67M","2.95%"
"11/26/2021","23,700.0","22,400.0","23,800.0","22,000.0","525.58K","4.87%"
"11/25/2021","22,600.0","22,300.0","22,620.0","22,300.0","767.09K","2.26%"
"11/24/2021","22,100.0","21,400.0","22,100.0","21,400.0","357.41K","2.31%"
"11/23/2021","21,600.0","21,620.0","21,800.0","21,480.0","124.48K","0.19%"
"11/22/2021","21,560.0","21,880.0","21,900.0","21,560.0","220.13K","0.56%"
"11/19/2021","21,440.0","21,100.0","21,500.0","21,100.0","236.36K","0.37%"
"11/18/2021","21,360.0","21,200.0","21,360.0","21,010.0","125.41K","1.96%"
"11/17/2021","20,950.0","21,480.0","21,660.0","20,900.0","373.62K","-2.78%"
"11/16/2021","21,550.0","21,550.0","21,900.0","21,370.0","159.29K","0.00%"
"11/12/2021","21,550.0","21,960.0","22,300.0","21,360.0","1.06M","-0.23%"
"11/11/2021","21,600.0","21,600.0","22,280.0","21,500.0","1.36M","1.89%"
"11/10/2021","21,200.0","21,410.0","21,790.0","21,050.0","362.05K","-0.93%"
"11/09/2021","21,400.0","22,120.0","22,120.0","21,380.0","376.27K","-2.15%"
"11/08/2021","21,870.0","22,390.0","22,390.0","21,800.0","204.43K","-1.93%"
"11/05/2021","22,300.0","22,250.0","22,380.0","22,250.0","41.47K","0.41%"
"11/04/2021","22,210.0","22,600.0","22,620.0","22,210.0","281.72K","-1.51%"
"11/03/2021","22,550.0","21,900.0","22,550.0","21,760.0","313.15K","3.49%"
"11/02/2021","21,790.0","22,160.0","22,240.0","21,730.0","188.22K","-0.73%"
"10/29/2021","21,950.0","22,120.0","22,190.0","21,870.0","322.15K","-0.90%"
"10/28/2021","22,150.0","22,210.0","22,330.0","22,100.0","417.94K","-0.98%"
"10/27/2021","22,370.0","22,410.0","22,470.0","22,250.0","171.12K","0.54%"
"10/26/2021","22,250.0","22,420.0","22,530.0","22,250.0","244.12K","-0.67%"
"10/25/2021","22,400.0","22,450.0","22,450.0","22,210.0","64.73K","0.54%"
"10/22/2021","22,280.0","22,470.0","22,500.0","22,280.0","85.31K","-0.85%"
"10/21/2021","22,470.0","22,450.0","22,620.0","22,330.0","107.85K","-0.13%"
"10/20/2021","22,500.0","22,520.0","22,520.0","22,300.0","161.89K","1.12%"
"10/19/2021","22,250.0","22,260.0","22,540.0","22,250.0","369.17K","-1.77%"
"10/15/2021","22,650.0","22,280.0","22,700.0","22,280.0","255.33K","2.40%"
"10/14/2021","22,120.0","21,800.0","22,270.0","21,750.0","135.28K","2.50%"
"10/13/2021","21,580.0","21,500.0","21,750.0","21,250.0","147.22K","0.37%"
"10/12/2021","21,500.0","21,970.0","21,970.0","21,500.0","173.38K","-2.14%"
"10/11/2021","21,970.0","22,260.0","22,360.0","21,970.0","213.66K","-0.23%"
"10/08/2021","22,020.0","22,100.0","22,200.0","22,020.0","137.63K","-0.23%"
"10/07/2021","22,070.0","22,250.0","22,420.0","22,070.0","154.25K","-0.50%"
"10/06/2021","22,180.0","22,020.0","22,260.0","21,940.0","152.22K","-0.63%"
"10/05/2021","22,320.0","21,860.0","22,420.0","21,860.0","328.51K","2.39%"
"10/04/2021","21,800.0","21,800.0","21,800.0","21,600.0","201.85K","0.46%"
"10/01/2021","21,700.0","21,600.0","21,750.0","21,460.0","280.08K","1.40%"
"09/30/2021","21,400.0","21,500.0","21,630.0","21,390.0","280.47K","-0.37%"
"09/29/2021","21,480.0","20,860.0","21,500.0","20,680.0","290.73K","2.53%"
"09/28/2021","20,950.0","20,680.0","21,090.0","20,290.0","398.34K","1.95%"
"09/27/2021","20,550.0","20,100.0","20,800.0","20,100.0","267.67K","2.24%"
"09/24/2021","20,100.0","20,120.0","20,120.0","19,900.0","94.69K","-0.10%"
"09/23/2021","20,120.0","20,510.0","20,510.0","20,110.0","263.14K","-2.04%"
"09/22/2021","20,540.0","20,330.0","20,720.0","20,310.0","246.53K","1.23%"
"09/21/2021","20,290.0","20,000.0","20,340.0","20,000.0","88.55K","1.25%"
"09/20/2021","20,040.0","20,300.0","20,300.0","19,970.0","51.39K","-1.96%"
"09/17/2021","20,440.0","20,390.0","20,740.0","20,370.0","1.52M","0.25%"
"09/16/2021","20,390.0","20,260.0","20,390.0","20,060.0","259.73K","0.59%"
"09/15/2021","20,270.0","19,900.0","20,300.0","19,900.0","185.56K","1.76%"
"09/14/2021","19,920.0","20,090.0","20,090.0","19,720.0","72.26K","0.71%"
"09/13/2021","19,780.0","20,300.0","20,300.0","19,780.0","259.61K","-2.56%"
"09/10/2021","20,300.0","20,100.0","20,300.0","19,930.0","148.00K","1.50%"
"09/09/2021","20,000.0","19,800.0","20,000.0","19,730.0","294.72K","0.00%"
"09/08/2021","20,000.0","20,050.0","20,240.0","19,800.0","204.68K","-0.79%"
"09/07/2021","20,160.0","20,300.0","20,300.0","20,110.0","97.14K","-0.15%"
"09/06/2021","20,190.0","20,090.0","20,230.0","20,090.0","26.61K","-0.35%"
"09/03/2021","20,260.0","20,240.0","20,260.0","19,940.0","121.29K","0.10%"
"09/02/2021","20,240.0","19,660.0","20,300.0","19,560.0","206.40K","2.33%"
"09/01/2021","19,780.0","19,470.0","19,780.0","19,290.0","328.03K","3.02%"
"08/31/2021","19,200.0","19,470.0","19,470.0","19,150.0","536.19K","-0.67%"
"08/30/2021","19,330.0","19,390.0","19,560.0","19,270.0","256.64K","-0.31%"
"08/27/2021","19,390.0","19,400.0","19,400.0","19,170.0","228.85K","0.05%"
"08/26/2021","19,380.0","19,470.0","19,520.0","19,250.0","143.88K","-0.05%"
"08/25/2021","19,390.0","19,500.0","19,540.0","19,260.0","214.66K","-0.31%"
"08/24/2021","19,450.0","19,680.0","19,680.0","19,330.0","385.90K","-0.71%"
"08/23/2021","19,590.0","19,690.0","19,780.0","19,500.0","241.34K","0.46%"
"08/20/2021","19,500.0","19,570.0","19,760.0","19,500.0","279.49K","-0.81%"
"08/19/2021","19,660.0","19,600.0","19,690.0","19,150.0","272.02K","0.41%"
"08/18/2021","19,580.0","18,750.0","19,800.0","18,750.0","494.01K","4.15%"
"08/17/2021","18,800.0","18,090.0","18,800.0","18,090.0","208.17K","4.44%"
"08/13/2021","18,000.0","17,700.0","18,050.0","17,700.0","268.55K","1.69%"
"08/12/2021","17,700.0","17,460.0","18,000.0","17,460.0","408.55K","2.08%"
"08/11/2021","17,340.0","17,700.0","17,700.0","17,160.0","283.28K","-1.08%"
"08/10/2021","17,530.0","17,600.0","17,700.0","17,530.0","100.58K","0.17%"
"08/09/2021","17,500.0","18,140.0","18,140.0","17,500.0","47.94K","-1.13%"
"08/06/2021","17,700.0","17,870.0","17,970.0","17,560.0","153.37K","0.00%"
"08/05/2021","17,700.0","17,910.0","18,260.0","17,630.0","168.02K","-1.45%"
"08/04/2021","17,960.0","17,800.0","18,270.0","17,750.0","114.41K","-0.22%"
"08/03/2021","18,000.0","17,700.0","18,000.0","17,410.0","75.98K","1.29%"
"08/02/2021","17,770.0","17,310.0","17,770.0","16,900.0","158.55K","2.72%"
"07/30/2021","17,300.0","17,820.0","17,880.0","17,300.0","144.00K","-3.03%"
"07/29/2021","17,840.0","17,960.0","18,200.0","17,840.0","370.97K","-0.45%"
"07/28/2021","17,920.0","18,060.0","18,290.0","17,800.0","174.11K","-0.44%"
"07/27/2021","18,000.0","18,500.0","18,500.0","18,000.0","418.94K","-2.07%"
"07/26/2021","18,380.0","18,500.0","18,510.0","18,380.0","94.19K","-0.54%"
"07/23/2021","18,480.0","18,450.0","18,510.0","18,400.0","60.83K","0.43%"
"07/22/2021","18,400.0","18,700.0","18,700.0","18,110.0","226.17K","-0.59%"
"07/21/2021","18,510.0","18,890.0","18,980.0","18,510.0","237.87K","-0.27%"
"07/19/2021","18,560.0","19,000.0","19,220.0","18,520.0","140.38K","-3.33%"
"07/16/2021","19,200.0","19,530.0","19,530.0","19,200.0","94.67K","-1.23%"
"07/15/2021","19,440.0","19,450.0","19,500.0","19,200.0","118.97K","-1.02%"
"07/14/2021","19,640.0","19,800.0","19,800.0","19,350.0","149.91K","0.00%"
"07/13/2021","19,640.0","19,880.0","19,930.0","19,360.0","188.20K","-0.66%"
"07/12/2021","19,770.0","19,510.0","19,770.0","19,510.0","115.13K","1.33%"
"07/09/2021","19,510.0","19,180.0","19,660.0","19,180.0","207.12K","1.72%"
"07/08/2021","19,180.0","19,010.0","19,270.0","18,940.0","214.44K","-0.62%"
"07/07/2021","19,300.0","18,710.0","19,340.0","18,370.0","159.95K","3.15%"
"07/06/2021","18,710.0","18,980.0","19,340.0","18,710.0","279.34K","-0.95%"
"07/02/2021","18,890.0","18,200.0","18,890.0","18,100.0","399.35K","3.22%"
"07/01/2021","18,300.0","19,000.0","19,000.0","18,150.0","231.88K","-1.08%"
"06/30/2021","18,500.0","19,070.0","19,240.0","18,500.0","337.97K","-2.63%"
"06/29/2021","19,000.0","19,720.0","19,750.0","19,000.0","291.72K","-3.26%"
"06/28/2021","19,640.0","19,940.0","19,940.0","19,370.0","107.96K","-0.81%"
"06/25/2021","19,800.0","19,550.0","19,990.0","19,550.0","122.92K","0.20%"
"06/24/2021","19,760.0","19,400.0","20,000.0","19,400.0","286.13K","2.76%"
"06/23/2021","19,230.0","20,220.0","20,220.0","19,230.0","111.48K","-2.73%"
"06/22/2021","19,770.0","20,000.0","20,250.0","19,770.0","491.96K","-1.15%"
"06/21/2021","20,000.0","20,200.0","20,670.0","20,000.0","142.65K","-2.63%"
"06/18/2021","20,540.0","19,900.0","20,540.0","19,840.0","667.59K","3.79%"
"06/17/2021","19,790.0","19,890.0","19,990.0","19,000.0","172.42K","0.30%"
"06/16/2021","19,730.0","19,250.0","19,800.0","19,230.0","331.78K","2.23%"
"06/15/2021","19,300.0","19,800.0","19,800.0","19,300.0","108.88K","-2.23%"
"06/11/2021","19,740.0","19,920.0","20,000.0","19,640.0","199.64K","0.00%"
"06/10/2021","19,740.0","19,860.0","19,970.0","19,690.0","82.75K","-0.70%"
"06/09/2021","19,880.0","20,170.0","20,300.0","19,880.0","145.66K","-1.49%"
"06/08/2021","20,180.0","20,050.0","20,400.0","19,920.0","188.97K","0.65%"
"06/04/2021","20,050.0","20,180.0","20,190.0","20,000.0","212.96K","-0.64%"
"06/03/2021","20,180.0","19,780.0","20,250.0","19,780.0","165.83K","-0.59%"
"06/02/2021","20,300.0","20,300.0","20,700.0","19,580.0","341.35K","0.00%"
"06/01/2021","20,300.0","20,230.0","20,730.0","20,160.0","257.58K","1.40%"
"05/31/2021","20,020.0","20,400.0","20,800.0","20,020.0","103.06K","-1.62%"
"05/28/2021","20,350.0","19,450.0","20,350.0","19,060.0","305.37K","6.27%"
"05/27/2021","19,150.0","18,800.0","19,340.0","18,700.0","805.61K","2.41%"
"05/26/2021","18,700.0","19,010.0","19,260.0","18,700.0","140.79K","-1.63%"
"05/25/2021","19,010.0","19,100.0","19,320.0","18,850.0","160.94K","-0.47%"
"05/24/2021","19,100.0","19,810.0","20,000.0","19,100.0","89.57K","-3.68%"
"05/21/2021","19,830.0","19,980.0","20,240.0","19,780.0","372.43K","-0.75%"
"05/20/2021","19,980.0","19,160.0","19,980.0","18,910.0","245.58K","2.46%"
"05/19/2021","19,500.0","19,610.0","19,730.0","19,360.0","132.98K","-0.56%"
"05/18/2021","19,610.0","19,780.0","19,840.0","19,610.0","207.55K","-0.86%"
"05/14/2021","19,780.0","20,000.0","20,000.0","19,750.0","180.39K","0.92%"
"05/13/2021","19,600.0","20,410.0","20,410.0","19,600.0","114.85K","-3.97%"
"05/12/2021","20,410.0","20,590.0","20,670.0","20,410.0","168.48K","-3.27%"
"05/11/2021","21,100.0","20,500.0","21,100.0","20,490.0","195.05K","0.48%"
"05/10/2021","21,000.0","20,700.0","21,280.0","20,700.0","198.77K","1.45%"
"05/07/2021","20,700.0","20,000.0","20,700.0","20,000.0","191.75K","4.02%"
"05/06/2021","19,900.0","19,300.0","19,900.0","18,820.0","226.35K","4.19%"
"05/05/2021","19,100.0","18,290.0","19,100.0","18,290.0","300.59K","4.83%"
"05/04/2021","18,220.0","18,200.0","18,340.0","17,610.0","154.38K","1.00%"
"05/03/2021","18,040.0","18,610.0","19,400.0","17,990.0","158.69K","-5.85%"
"04/30/2021","19,160.0","19,650.0","19,700.0","19,160.0","153.08K","-2.24%"
"04/29/2021","19,600.0","20,310.0","20,360.0","19,480.0","366.03K","-2.78%"
"04/28/2021","20,160.0","20,610.0","20,630.0","20,160.0","239.87K","-2.14%"
"04/27/2021","20,600.0","20,410.0","20,800.0","20,400.0","365.19K","0.98%"
"04/26/2021","20,400.0","20,620.0","20,710.0","20,400.0","217.38K","-1.07%"
"04/23/2021","20,620.0","20,930.0","21,080.0","20,620.0","99.22K","-1.15%"
"04/22/2021","20,860.0","20,950.0","20,980.0","20,750.0","92.33K","-0.43%"
"04/21/2021","20,950.0","20,700.0","20,960.0","20,680.0","381.16K","1.70%"
"04/20/2021","20,600.0","20,400.0","20,780.0","20,390.0","304.19K","0.98%"
"04/19/2021","20,400.0","20,500.0","20,840.0","20,400.0","271.74K","-0.49%"
"04/16/2021","20,500.0","20,880.0","21,100.0","20,500.0","450.47K","-1.06%"
"04/15/2021","20,720.0","20,900.0","20,900.0","20,530.0","152.74K","-0.86%"
"04/14/2021","20,900.0","21,000.0","21,190.0","20,800.0","86.95K","-0.48%"
"04/13/2021","21,000.0","21,040.0","21,390.0","21,000.0","79.04K","-0.94%"
"04/12/2021","21,200.0","21,380.0","21,400.0","21,200.0","90.35K","-0.28%"
"04/09/2021","21,260.0","21,600.0","21,600.0","20,980.0","664.12K","-1.57%"
"04/08/2021","21,600.0","21,730.0","21,910.0","21,600.0","213.08K","-1.64%"
"04/07/2021","21,960.0","21,540.0","21,960.0","21,500.0","235.98K","1.67%"
"04/06/2021","21,600.0","21,800.0","21,980.0","21,600.0","65.46K","-0.87%"
"04/05/2021","21,790.0","21,880.0","21,880.0","21,670.0","34.17K","0.41%"
"03/31/2021","21,700.0","21,900.0","21,900.0","21,610.0","162.67K","-0.60%"
"03/30/2021","21,830.0","21,990.0","21,990.0","21,540.0","215.65K","-0.73%"
"03/29/2021","21,990.0","21,840.0","21,990.0","21,360.0","87.68K","1.10%"
"03/26/2021","21,750.0","21,490.0","21,900.0","21,390.0","204.56K","2.06%"
"03/25/2021","21,310.0","21,900.0","21,900.0","21,310.0","445.11K","-2.69%"
"03/24/2021","21,900.0","22,000.0","22,140.0","21,530.0","254.16K","-0.45%"
"03/23/2021","22,000.0","22,270.0","22,480.0","21,830.0","209.10K","0.82%"
"03/19/2021","21,820.0","22,400.0","22,400.0","21,820.0","1.23M","-2.15%"
"03/18/2021","22,300.0","22,560.0","22,570.0","22,070.0","531.96K","-1.33%"
"03/17/2021","22,600.0","22,750.0","22,940.0","22,580.0","160.84K","-0.92%"
"03/16/2021","22,810.0","22,840.0","22,940.0","22,790.0","65.59K","0.09%"
"03/15/2021","22,790.0","22,600.0","22,920.0","22,600.0","243.03K","0.84%"
"03/12/2021","22,600.0","22,760.0","22,760.0","22,490.0","55.37K","0.71%"
"03/11/2021","22,440.0","22,500.0","22,900.0","22,440.0","289.77K","-0.27%"
"03/10/2021","22,500.0","22,780.0","22,780.0","22,400.0","116.34K","0.49%"
"03/09/2021","22,390.0","22,100.0","23,260.0","22,100.0","126.47K","0.49%"
"03/08/2021","22,280.0","22,590.0","22,740.0","22,190.0","76.68K","-0.54%"
"03/05/2021","22,400.0","22,620.0","22,780.0","22,330.0","349.15K","-1.32%"
"03/04/2021","22,700.0","23,000.0","23,270.0","22,700.0","319.36K","-0.66%"
"03/03/2021","22,850.0","23,000.0","23,220.0","22,850.0","196.77K","-0.65%"
"03/02/2021","23,000.0","23,010.0","23,060.0","22,800.0","101.14K","-0.26%"
"03/01/2021","23,060.0","23,400.0","23,660.0","23,000.0","344.75K","-2.58%"
"02/26/2021","23,670.0","22,020.0","23,670.0","21,800.0","458.74K","7.49%"
"02/25/2021","22,020.0","23,350.0","23,350.0","22,020.0","195.93K","-5.45%"
"02/24/2021","23,290.0","22,700.0","23,290.0","22,610.0","391.85K","2.24%"
"02/23/2021","22,780.0","22,800.0","23,000.0","22,550.0","380.87K","-0.09%"
"02/22/2021","22,800.0","22,860.0","23,100.0","22,800.0","129.57K","-0.26%"
"02/19/2021","22,860.0","23,150.0","23,200.0","22,860.0","132.85K","-1.25%"
"02/18/2021","23,150.0","23,150.0","23,430.0","23,110.0","404.56K","0.00%"
"02/17/2021","23,150.0","23,290.0","23,290.0","22,810.0","177.04K","-0.13%"
"02/16/2021","23,180.0","23,520.0","23,600.0","23,180.0","143.36K","-0.56%"
"02/15/2021","23,310.0","23,300.0","23,460.0","23,160.0","69.76K","0.04%"
"02/12/2021","23,300.0","23,210.0","23,300.0","23,050.0","113.26K","0.00%"
